gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
2557030690,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:229067,Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,,,,FAMILY,Primnoidae,Primnoidae,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.31116,-126.06529,100,,,,861,0,2006-08-17T00:00:00,17,8,2006,9238,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:37:07.247Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INDIVIDUAL_COUNT_INVALID
2557030286,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:229066,Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,,,,FAMILY,Primnoidae,Primnoidae,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.31081,-126.06498,100,,,,854,0,2006-08-17T00:00:00,17,8,2006,9238,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:37:07.297Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INDIVIDUAL_COUNT_INVALID
2557029902,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:229671,Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,,,,FAMILY,Primnoidae,Primnoidae,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.17616,-126.09899,100,,,,907,0,2011-08-11T00:00:00,11,8,2011,9238,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:36:53.819Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INDIVIDUAL_COUNT_INVALID
2557029435,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:229405,Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,,,,FAMILY,Primnoidae,Primnoidae,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.31043,-126.06505,100,,,,847,0,2009-08-05T00:00:00,5,8,2009,9238,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:37:01.053Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INDIVIDUAL_COUNT_INVALID
2557029342,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:229672,Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,,,,FAMILY,Primnoidae,Primnoidae,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.17684,-126.0992,100,,,,908,0,2011-08-11T00:00:00,11,8,2011,9238,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:36:53.823Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INDIVIDUAL_COUNT_INVALID
2557029188,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:229065,Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,,,,FAMILY,Primnoidae,Primnoidae,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.3108,-126.06524,100,,,,856,0,2006-08-17T00:00:00,17,8,2006,9238,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:37:01.113Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INDIVIDUAL_COUNT_INVALID
2557028763,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:229404,Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,,,,FAMILY,Primnoidae,Primnoidae,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.31039,-126.06521,100,,,,846,0,2009-08-05T00:00:00,5,8,2009,9238,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:37:00.992Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INDIVIDUAL_COUNT_INVALID
2557026406,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:223647,Animalia,Cnidaria,Anthozoa,Pennatulacea,,,,,ORDER,Pennatulacea,Pennatulacea,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.17593,-126.09926,100,,,,907,0,2011-08-11T00:00:00,11,8,2011,710,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:37:01.076Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID
2557023967,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:223009,Animalia,Cnidaria,Anthozoa,Pennatulacea,,,,,ORDER,Pennatulacea,Pennatulacea,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.31074,-126.06513,100,,,,859,0,2009-07-15T00:00:00,15,7,2009,710,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:36:53.809Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID
2557023277,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:223007,Animalia,Cnidaria,Anthozoa,Pennatulacea,,,,,ORDER,Pennatulacea,Pennatulacea,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.3105,-126.06529,100,,,,863,0,2009-07-14T00:00:00,14,7,2009,710,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:37:13.854Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID
2557023127,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:223005,Animalia,Cnidaria,Anthozoa,Pennatulacea,,,,,ORDER,Pennatulacea,Pennatulacea,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.31038,-126.06519,100,,,,870,0,2009-07-14T00:00:00,14,7,2009,710,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:37:13.726Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID
2557022636,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:223006,Animalia,Cnidaria,Anthozoa,Pennatulacea,,,,,ORDER,Pennatulacea,Pennatulacea,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.31045,-126.06504,100,,,,862,0,2009-07-14T00:00:00,14,7,2009,710,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:37:13.809Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID
2557022348,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:223008,Animalia,Cnidaria,Anthozoa,Pennatulacea,,,,,ORDER,Pennatulacea,Pennatulacea,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.31066,-126.06438,100,,,,845,0,2009-07-14T00:00:00,14,7,2009,710,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:36:53.810Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID
2557019817,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:219968,Animalia,Cnidaria,Anthozoa,Pennatulacea,,,,,ORDER,Pennatulacea,Pennatulacea,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.31034,-126.06529,100,,,,860,0,2006-08-14T00:00:00,14,8,2006,710,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:36:53.775Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID
2557005883,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:206613,Animalia,Cnidaria,Anthozoa,Pennatulacea,Pennatulidae,Pennatula,,,GENUS,Pennatula Linnaeus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557004670,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:202096,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,,,,FAMILY,Paragorgiidae,Paragorgiidae,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.31113,-126.06508,100,,,,854,0,2009-08-05T00:00:00,5,8,2009,9251,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:36:53.670Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID
2557004664,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:201897,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,Paragorgia,,,GENUS,Paragorgia Milne Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557004235,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:202063,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,Paragorgia,,,GENUS,Paragorgia Milne Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557004152,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:202092,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,,,,FAMILY,Paragorgiidae,Paragorgiidae,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.31061,-126.0609,100,,,,810,0,2009-08-05T00:00:00,5,8,2009,9251,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:36:53.694Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID
2557003631,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:201898,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,Paragorgia,,,GENUS,Paragorgia Milne Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557003479,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:202090,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,,,,FAMILY,Paragorgiidae,Paragorgiidae,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.31036,-126.06065,100,,,,829,0,2009-08-05T00:00:00,5,8,2009,9251,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:37:13.699Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID
2557003475,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:201360,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,Paragorgia,,,GENUS,Paragorgia Milne Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557003292,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:201359,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,Paragorgia,,,GENUS,Paragorgia Milne Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557003283,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:202079,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,,,,FAMILY,Paragorgiidae,Paragorgiidae,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.30964,-126.06139,100,,,,846,0,2009-08-05T00:00:00,5,8,2009,9251,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:37:00.801Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID
2557003255,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:202060,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,Paragorgia,,,GENUS,Paragorgia Milne Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557003249,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:202065,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,Paragorgia,,,GENUS,Paragorgia Milne Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557003213,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:202104,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,,,,FAMILY,Paragorgiidae,Paragorgiidae,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.31089,-126.06505,100,,,,853,0,2011-08-17T00:00:00,17,8,2011,9251,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:36:53.670Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID
2557003048,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:202081,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,,,,FAMILY,Paragorgiidae,Paragorgiidae,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.30991,-126.06575,100,,,,849,0,2009-08-05T00:00:00,5,8,2009,9251,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:37:00.877Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID
2557002927,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:202067,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,Paragorgia,,,GENUS,Paragorgia Milne Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557002922,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:202089,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,,,,FAMILY,Paragorgiidae,Paragorgiidae,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.31028,-126.06025,100,,,,844,0,2009-08-05T00:00:00,5,8,2009,9251,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:37:13.556Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID
2557002887,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:202062,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,Paragorgia,,,GENUS,Paragorgia Milne Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557002860,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:202064,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,Paragorgia,,,GENUS,Paragorgia Milne Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557002755,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:202094,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,,,,FAMILY,Paragorgiidae,Paragorgiidae,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.31079,-126.0602,100,,,,836,0,2009-08-05T00:00:00,5,8,2009,9251,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:36:53.652Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID
2557002695,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:202077,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,,,,FAMILY,Paragorgiidae,Paragorgiidae,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.30893,-126.06152,100,,,,891,0,2009-08-05T00:00:00,5,8,2009,9251,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:36:53.661Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID
2557002666,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:201364,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,Paragorgia,,,GENUS,Paragorgia Milne Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557002642,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:202084,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,,,,FAMILY,Paragorgiidae,Paragorgiidae,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.31,-126.06533,100,,,,848,0,2009-08-05T00:00:00,5,8,2009,9251,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:37:07.061Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID
2557002637,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:202086,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,,,,FAMILY,Paragorgiidae,Paragorgiidae,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.31013,-126.06085,100,,,,824,0,2009-08-05T00:00:00,5,8,2009,9251,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:37:07.197Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID
2557002632,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:202080,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,,,,FAMILY,Paragorgiidae,Paragorgiidae,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.30985,-126.06061,100,,,,849,0,2009-08-05T00:00:00,5,8,2009,9251,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:37:00.887Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID
2557002575,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:201896,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,Paragorgia,,,GENUS,Paragorgia Milne Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557002563,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:202059,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,Paragorgia,,,GENUS,Paragorgia Milne Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557002446,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:201357,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,Paragorgia,,,GENUS,Paragorgia Milne Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557002384,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:201358,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,Paragorgia,,,GENUS,Paragorgia Milne Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557002373,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:202088,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,,,,FAMILY,Paragorgiidae,Paragorgiidae,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.31018,-126.06541,100,,,,850,0,2009-08-05T00:00:00,5,8,2009,9251,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:37:13.621Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID
2557002186,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:202058,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,Paragorgia,,,GENUS,Paragorgia Milne Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557002177,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:202085,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,,,,FAMILY,Paragorgiidae,Paragorgiidae,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.31004,-126.06465,100,,,,833,0,2009-08-05T00:00:00,5,8,2009,9251,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:37:07.132Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID
2557002171,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:201366,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,Paragorgia,,,GENUS,Paragorgia Milne Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557002074,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:202093,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,,,,FAMILY,Paragorgiidae,Paragorgiidae,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.31072,-126.06015,100,,,,837,0,2009-08-05T00:00:00,5,8,2009,9251,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:36:53.701Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID
2557001949,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:201356,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,Paragorgia,,,GENUS,Paragorgia Milne Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557001909,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:202066,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,Paragorgia,,,GENUS,Paragorgia Milne Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557001899,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:202087,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,,,,FAMILY,Paragorgiidae,Paragorgiidae,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.31015,-126.06007,100,,,,849,0,2009-08-05T00:00:00,5,8,2009,9251,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:37:07.183Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID
2557001827,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:202082,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,,,,FAMILY,Paragorgiidae,Paragorgiidae,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.30991,-126.06079,100,,,,841,0,2009-08-05T00:00:00,5,8,2009,9251,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:37:00.943Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID
2557001781,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:202083,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,,,,FAMILY,Paragorgiidae,Paragorgiidae,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.30999,-126.06073,100,,,,833,0,2009-08-05T00:00:00,5,8,2009,9251,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:37:07.120Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID
2557001774,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:202095,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,,,,FAMILY,Paragorgiidae,Paragorgiidae,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.31092,-126.06494,100,,,,854,0,2009-08-05T00:00:00,5,8,2009,9251,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:36:53.662Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID
2557001772,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:202091,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,,,,FAMILY,Paragorgiidae,Paragorgiidae,,CA,,,Present,,c3ad790a-d426-4ac1-8e32-da61f81f0117,48.31043,-126.06506,100,,,,847,0,2009-08-05T00:00:00,5,8,2009,9251,,MACHINE_OBSERVATION,,,,,,,CC0_1_0,,,,,2020-06-08T19:37:13.746Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID
2557001574,df8e3fb8-3da7-4104-a866-748f6da20a3c,NOAA_DSCRTP:201363,Animalia,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,Paragorgia,,,GENUS,Paragorgia Milne Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
